years,시도,시군구,계약종별,지점명,month,전력량
2023,충청북도,음성군,가로등,음성,2,1393697
2023,충청북도,단양군,가로등,단양,2,758248
2023,충청북도,청주시,가로등,청주,2,5249386
2023,충청북도,증평군,가로등,증평,2,360722
2023,충청남도,아산시,가로등,아산,2,2206439
2023,충청남도,보령시,가로등,보령,2,970679
2023,충청남도,공주시,가로등,공주,2,1339538
2023,충청남도,서산시,가로등,서산,2,1106757
2023,충청남도,천안시,가로등,천안,2,2541568
2023,충청남도,금산군,가로등,금산,2,453531
2023,충청남도,계룡시,가로등,계룡,2,280929
2023,충청남도,논산시,가로등,논산,2,907225
2023,충청남도,부여군,가로등,부여,2,616222
2023,충청남도,서천군,가로등,서천,2,862403
2023,충청남도,청양군,가로등,청양,2,690564
2023,충청남도,홍성군,가로등,홍성,2,861401
2023,충청남도,예산군,가로등,예산,2,815362
2023,충청남도,당진시,가로등,당진,2,1396272
2023,충청남도,태안군,가로등,태안,2,822242
2023,세종특별자치시,세종시,가로등,세종,2,3423521
2020,대전광역시,대전,가로등,동,2,1114873
2020,대전광역시,대전,가로등,중,2,933999
2020,대전광역시,대전,가로등,서,2,2096062
2020,대전광역시,대전,가로등,대덕,2,976680
2020,대전광역시,대전,가로등,유성,2,2440357
2020,충청북도,충주시,가로등,충주,2,2914901
2020,충청북도,제천시,가로등,제천,2,1431378
2020,충청북도,보은군,가로등,보은,2,641867
2020,충청북도,옥천군,가로등,옥천,2,701409
2020,충청북도,영동군,가로등,영동,2,737147
2020,충청북도,진천군,가로등,진천,2,756258
2020,충청북도,괴산군,가로등,괴산,2,1272612
2020,충청북도,음성군,가로등,음성,2,1361354
2020,충청북도,단양군,가로등,단양,2,831291
2020,충청북도,청주시,가로등,청주,2,5378075
2020,충청북도,증평군,가로등,증평,2,378155
2020,충청남도,아산시,가로등,아산,2,2024211
2020,충청남도,보령시,가로등,보령,2,834380
2020,충청남도,공주시,가로등,공주,2,1509522
2020,충청남도,서산시,가로등,서산,2,1050050
2020,충청남도,천안시,가로등,천안,2,2572936
2020,충청남도,금산군,가로등,금산,2,613543
2020,충청남도,계룡시,가로등,계룡,2,266452
2020,충청남도,논산시,가로등,논산,2,874943
2020,충청남도,부여군,가로등,부여,2,608185
2020,충청남도,서천군,가로등,서천,2,891043
2020,충청남도,청양군,가로등,청양,2,739639
2020,충청남도,홍성군,가로등,홍성,2,748132
2020,충청남도,예산군,가로등,예산,2,863735
2020,충청남도,당진시,가로등,당진,2,1309149
2020,충청남도,태안군,가로등,태안,2,728610
2020,세종특별자치시,세종시,가로등,세종,2,3016862
2016,대전광역시,대전,가로등,동,2,1193017
2016,대전광역시,대전,가로등,중,2,1069487
2016,대전광역시,대전,가로등,서,2,2115631
2016,대전광역시,대전,가로등,대덕,2,1052505
2016,대전광역시,대전,가로등,유성,2,2324474
2016,충청북도,충주시,가로등,충주,2,2355649
